zip,donations,total,NAME,variable,estimate,moe,donations_per_1000
21766,177,1711.669999999999, 21766,zip,528,168,335.2272727272727
21767,271,2927.9700000000003, 21767,zip,1019,413,265.9470068694799
21769,1570,39481.69999999997, 21769,zip,11189,418,140.31638216105102
21770,723,20556.359999999997, 21770,zip,5453,525,132.58756647716854
21771,6746,150894.49000000267, 21771,zip,29265,843,230.51426618827952
21773,402,13039.27, 21773,zip,5494,354,73.17073170731707
21774,2844,60800.73000000003, 21774,zip,12734,362,223.33909219412595
21776,1147,15895.469999999972, 21776,zip,5607,433,204.565721419654
21777,105,5306.590000000001, 21777,zip,1951,211,53.818554587391084
21778,138,3602.839999999998, 21778,zip,940,236,146.80851063829786
21779,121,6273.829999999999, 21779,zip,1062,442,113.93596986817326
21780,106,3914.229999999999, 21780,zip,1638,341,64.71306471306472
21782,271,8791.65, 21782,zip,4003,382,67.69922558081439
21783,718,14984.93999999998, 21783,zip,9022,550,79.58324096652628
21784,6982,355008.319999996, 21784,zip,38390,872,181.87027871841627
21787,1154,26892.229999999985, 21787,zip,10186,559,113.29275476143727
21788,986,20376.15, 21788,zip,11563,452,85.27198823834645
21791,1011,16003.319999999983, 21791,zip,5328,443,189.75225225225225
21793,1537,46443.080000000016, 21793,zip,10163,487,151.23487159303355
21794,384,21564.38999999999, 21794,zip,2280,365,168.42105263157893
21795,917,23988.369999999977, 21795,zip,9236,531,99.28540493720226
21797,2300,90915.01000000056, 21797,zip,8672,819,265.22140221402213
21798,453,9415.339999999993, 21798,zip,1894,230,239.17634635691658
21801,2279,50766.34, 21801,zip,30007,1145,75.94894524610925
21802,43,2320.959999999999, 21802,zip,89,42,483.14606741573033
21804,4477,63720.600000000406, 21804,zip,40402,1213,110.81134597297164
21810,75,2913.13, 21810,zip,765,446,98.0392156862745
21811,3477,115303.71000000108, 21811,zip,23701,629,146.70267077338508
21813,503,11720.36, 21813,zip,2654,360,189.52524491333835
21814,5,267.12, 21814,zip,603,380,8.291873963515755
21817,551,19574.94999999999, 21817,zip,4777,324,115.34435838392297
21821,73,5392.68, 21821,zip,924,152,79.00432900432901
21822,182,10207.600000000002, 21822,zip,2013,392,90.41231992051664
21824,8,294.93, 21824,zip,113,75,70.79646017699115
21826,1033,11213.05, 21826,zip,5331,177,193.7722753704746
21829,6,113.99, 21829,zip,461,144,13.015184381778742
21830,231,9891.73, 21830,zip,3808,578,60.661764705882355
21835,19,622.25, 21835,zip,294,149,64.62585034013605
21837,85,2525.719999999999, 21837,zip,3266,346,26.0257195345989
21838,168,2872.4799999999996, 21838,zip,1810,359,92.81767955801105
21840,8,342.2, 21840,zip,349,219,22.922636103151863
