zip,donations,total,NAME,variable,estimate,moe,donations_per_1000
21841,80,2151.8799999999997, 21841,zip,1373,315,58.26656955571741
21842,6872,94323.41000000104, 21842,zip,10669,395,644.109101134127
21849,320,9043.979999999998, 21849,zip,3299,537,96.99909063352531
21850,98,1950.46, 21850,zip,3096,713,31.653746770025837
21851,1760,13319.82000000002, 21851,zip,6869,364,256.2236133352744
21853,189,7985.15, 21853,zip,11693,656,16.16351663388352
21856,116,1575.8899999999996, 21856,zip,913,302,127.05366922234393
21861,30,750.4300000000003, 21861,zip,815,181,36.809815950920246
21862,7,266.86, 21862,zip,68,104,102.94117647058823
21863,502,14885.14, 21863,zip,4741,417,105.88483442311748
21864,62,422.49, 21864,zip,645,195,96.12403100775194
21865,553,5861.259999999992, 21865,zip,504,298,1097.2222222222224
21869,162,3811.920000000001, 21869,zip,1100,223,147.27272727272728
21871,6748,28618.619999999828, 21871,zip,1978,448,3411.526794742164
21872,67,1340.1700000000003, 21872,zip,516,280,129.84496124031008
21874,289,5033.470000000003, 21874,zip,1872,334,154.3803418803419
21875,571,7865.319999999991, 21875,zip,6460,735,88.39009287925697
21901,1807,37834.40000000001, 21901,zip,17698,1244,102.10193242174256
21903,722,9080.169999999973, 21903,zip,6067,552,119.0044503049283
21904,429,10706.209999999994, 21904,zip,7005,662,61.24197002141327
21911,2860,39679.05000000002, 21911,zip,11238,731,254.49368214984875
21912,116,4251.120000000001, 21912,zip,1152,343,100.69444444444444
21913,40,1308.4999999999995, 21913,zip,884,302,45.24886877828054
21914,28,1399.7300000000002, 21914,zip,771,200,36.31647211413749
21915,262,10522.589999999998, 21915,zip,2732,517,95.90043923865301
21917,138,3712.3899999999994, 21917,zip,2577,414,53.55064027939464
21918,682,13136.439999999982, 21918,zip,3853,458,177.0049312224241
21919,193,7736.6, 21919,zip,2696,357,71.58753709198814
21920,8,227.88, 21920,zip,515,174,15.533980582524272
21921,6986,117748.40000000056, 21921,zip,44896,1236,155.60406272273698
21930,1,312.3, 21930,zip,180,170,5.555555555555555
