zip,donations,total,NAME,variable,estimate,moe,donations_per_1000
21754,3459,99558.51999999968,ZCTA5 21754,zip,6689,695,517.1176558528928
21755,2271,65008.77999999997,ZCTA5 21755,zip,5581,370,406.91632323956276
21756,706,23079.649999999976,ZCTA5 21756,zip,3600,447,196.11111111111111
21757,121,3157.34,ZCTA5 21757,zip,3192,345,37.907268170426065
21758,1923,35589.54000000006,ZCTA5 21758,zip,4912,524,391.4902280130293
21762,127,4213.839999999999,ZCTA5 21762,zip,167,133,760.4790419161677
21766,28,1177.77,ZCTA5 21766,zip,528,168,53.03030303030303
21767,79,3614.53,ZCTA5 21767,zip,1019,413,77.5269872423945
21769,3776,108657.45999999992,ZCTA5 21769,zip,11189,418,337.4743051211011
21770,1985,51007.11,ZCTA5 21770,zip,5453,525,364.01980561158996
21771,8933,209328.0900000004,ZCTA5 21771,zip,29265,843,305.24517341534255
21773,1692,26795.68000000001,ZCTA5 21773,zip,5494,354,307.9723334546778
21774,5176,144050.66000000012,ZCTA5 21774,zip,12734,362,406.4708653997173
21776,1182,21786.81,ZCTA5 21776,zip,5607,433,210.80791867308722
21777,720,13418.1,ZCTA5 21777,zip,1951,211,369.0415171706817
21778,187,2955.6699999999983,ZCTA5 21778,zip,940,236,198.93617021276597
21779,475,6884.26,ZCTA5 21779,zip,1062,442,447.2693032015066
21780,227,6613.8499999999995,ZCTA5 21780,zip,1638,341,138.5836385836386
21781,2,110,ZCTA5 21781,zip,159,132,12.578616352201259
21782,1239,23007.480000000003,ZCTA5 21782,zip,4003,382,309.51786160379714
21783,1072,22073.15,ZCTA5 21783,zip,9022,550,118.82066060740412
21784,9655,257843.1300000003,ZCTA5 21784,zip,38390,872,251.49778588174004
21787,944,30285.629999999997,ZCTA5 21787,zip,10186,559,92.67622226585509
21788,2817,109285.4999999998,ZCTA5 21788,zip,11563,452,243.62189743146243
21790,5,349.24,ZCTA5 21790,zip,55,36,90.9090909090909
21791,1283,18969.599999999995,ZCTA5 21791,zip,5328,443,240.8033033033033
21793,2311,63179.49999999996,ZCTA5 21793,zip,10163,487,227.3934861753419
21794,648,27815.850000000013,ZCTA5 21794,zip,2280,365,284.2105263157895
21795,1602,25785.01000000001,ZCTA5 21795,zip,9236,531,173.45171069727155
21797,3224,169015.33999999994,ZCTA5 21797,zip,8672,819,371.77121771217713
21798,331,18457.95,ZCTA5 21798,zip,1894,230,174.7624076029567
21801,4484,130242.52999999998,ZCTA5 21801,zip,30007,1145,149.43179924684242
21802,194,2387.96,ZCTA5 21802,zip,89,42,2179.775280898876
21804,7964,177007.2200000002,ZCTA5 21804,zip,40402,1213,197.11895450720263
21810,3,90,ZCTA5 21810,zip,765,446,3.9215686274509802
21811,9781,276675.0200000005,ZCTA5 21811,zip,23701,629,412.6830091557318
21813,1012,18157.769999999997,ZCTA5 21813,zip,2654,360,381.3112283345893
21814,274,5105.589999999998,ZCTA5 21814,zip,603,380,454.3946932006633
21817,312,6336.919999999993,ZCTA5 21817,zip,4777,324,65.31295792338287
21821,155,2020.34,ZCTA5 21821,zip,924,152,167.74891774891776
21822,632,12221.479999999998,ZCTA5 21822,zip,2013,392,313.9592647789369
21824,16,166,ZCTA5 21824,zip,113,75,141.5929203539823
21826,717,10358.839999999998,ZCTA5 21826,zip,5331,177,134.4963421496905
21829,17,435,ZCTA5 21829,zip,461,144,36.8763557483731
21830,383,9341.89,ZCTA5 21830,zip,3808,578,100.57773109243698
21835,19,79,ZCTA5 21835,zip,294,149,64.62585034013605
21837,509,5382.609999999997,ZCTA5 21837,zip,3266,346,155.84813227189224
21838,55,1579,ZCTA5 21838,zip,1810,359,30.386740331491712
21840,59,936.9400000000002,ZCTA5 21840,zip,349,219,169.054441260745
21841,349,6055.21,ZCTA5 21841,zip,1373,315,254.1879096868172
21842,2437,52256.51999999999,ZCTA5 21842,zip,10669,395,228.4187833911332
21849,541,11445.820000000002,ZCTA5 21849,zip,3299,537,163.98908760230373
21850,110,1634.26,ZCTA5 21850,zip,3096,713,35.5297157622739
21851,810,13798.000000000004,ZCTA5 21851,zip,6869,364,117.92109477362061
21853,555,8938.869999999994,ZCTA5 21853,zip,11693,656,47.464294877277005
21856,221,2715.48,ZCTA5 21856,zip,913,302,242.0591456736035
21861,42,1238.16,ZCTA5 21861,zip,815,181,51.533742331288344
21862,2,20,ZCTA5 21862,zip,68,104,29.41176470588235
21863,778,15254.77,ZCTA5 21863,zip,4741,417,164.10040075933347
21864,59,2239.66,ZCTA5 21864,zip,645,195,91.47286821705426
21865,284,5664.640000000003,ZCTA5 21865,zip,504,298,563.4920634920635
21867,3,104,ZCTA5 21867,zip,10,17,300
21869,178,1823.8399999999983,ZCTA5 21869,zip,1100,223,161.8181818181818
21871,135,2733.2100000000005,ZCTA5 21871,zip,1978,448,68.25075834175935
21872,51,683.82,ZCTA5 21872,zip,516,280,98.83720930232558
21874,139,1668.7499999999998,ZCTA5 21874,zip,1872,334,74.25213675213675
21875,853,14828.73,ZCTA5 21875,zip,6460,735,132.04334365325076
21901,2086,51409.42999999997,ZCTA5 21901,zip,17698,1244,117.86642558481185
21902,44,410,ZCTA5 21902,zip,212,104,207.54716981132077
21903,1147,15152.06,ZCTA5 21903,zip,6067,552,189.05554639854952
21904,1461,27753.210000000003,ZCTA5 21904,zip,7005,662,208.56531049250535
21911,1120,18688.95999999996,ZCTA5 21911,zip,11238,731,99.6618615411995
21912,119,4150.6,ZCTA5 21912,zip,1152,343,103.2986111111111
21913,93,2956.27,ZCTA5 21913,zip,884,302,105.20361990950227
21914,114,2967.6400000000003,ZCTA5 21914,zip,771,200,147.85992217898834
21915,792,16423.720000000012,ZCTA5 21915,zip,2732,517,289.89751098096633
21916,23,382,ZCTA5 21916,zip,41,68,560.9756097560976
21917,167,6169.52,ZCTA5 21917,zip,2577,414,64.80403570042685
21918,604,11263.31,ZCTA5 21918,zip,3853,458,156.76096548144304
21919,995,19727.17,ZCTA5 21919,zip,2696,357,369.06528189910983
21920,16,331,ZCTA5 21920,zip,515,174,31.067961165048544
21921,6975,152703.25000000015,ZCTA5 21921,zip,44896,1236,155.35905203136136
21930,55,2363,ZCTA5 21930,zip,180,170,305.5555555555556
